Grid ID,Latitude,Longitude
267,20.125,-63.375
268,20.125,-63.125
269,20.125,-62.875
270,20.125,-62.625
271,20.125,-62.375
272,20.125,-62.125
273,20.125,-61.875
274,20.125,-61.625
275,20.125,-61.375
276,20.125,-61.125
277,20.125,-60.875
278,20.125,-60.625
279,20.125,-60.375
280,20.125,-60.125
281,20.125,-59.875
282,20.125,-59.625
283,20.125,-59.375
284,20.125,-59.125
285,20.125,-58.875
286,20.125,-58.625
287,20.125,-58.375
288,20.125,-58.125
289,20.125,-57.875
290,20.125,-57.625
291,20.125,-57.375
292,20.125,-57.125
293,20.125,-56.875
294,20.125,-56.625
295,20.125,-56.375
296,20.125,-56.125
297,20.125,-55.875
298,20.125,-55.625
299,20.125,-55.375
300,20.125,-55.125
301,20.375,-129.875
302,20.375,-129.625
303,20.375,-129.375
304,20.375,-129.125
305,20.375,-128.875
306,20.375,-128.625
307,20.375,-128.375
308,20.375,-128.125
309,20.375,-127.875
310,20.375,-127.625
311,20.375,-127.375
312,20.375,-127.125
313,20.375,-126.875
314,20.375,-126.625
315,20.375,-126.375
316,20.375,-126.125
317,20.375,-125.875
318,20.375,-125.625
319,20.375,-125.375
320,20.375,-125.125
321,20.375,-124.875
322,20.375,-124.625
323,20.375,-124.375
324,20.375,-124.125
325,20.375,-123.875
326,20.375,-123.625
327,20.375,-123.375
328,20.375,-123.125
329,20.375,-122.875
330,20.375,-122.625
331,20.375,-122.375
332,20.375,-122.125
333,20.375,-121.875
334,20.375,-121.625
335,20.375,-121.375
336,20.375,-121.125
337,20.375,-120.875
338,20.375,-120.625
339,20.375,-120.375
340,20.375,-120.125
341,20.375,-119.875
342,20.375,-119.625
343,20.375,-119.375
344,20.375,-119.125
345,20.375,-118.875
346,20.375,-118.625
347,20.375,-118.375
348,20.375,-118.125
349,20.375,-117.875
350,20.375,-117.625
351,20.375,-117.375
352,20.375,-117.125
353,20.375,-116.875
354,20.375,-116.625
355,20.375,-116.375
356,20.375,-116.125
357,20.375,-115.875
358,20.375,-115.625
359,20.375,-115.375
360,20.375,-115.125
361,20.375,-114.875
362,20.375,-114.625
363,20.375,-114.375
364,20.375,-114.125
365,20.375,-113.875
366,20.375,-113.625
367,20.375,-113.375
368,20.375,-113.125
369,20.375,-112.875
370,20.375,-112.625
371,20.375,-112.375
372,20.375,-112.125
373,20.375,-111.875
374,20.375,-111.625
375,20.375,-111.375
376,20.375,-111.125
377,20.375,-110.875
378,20.375,-110.625
379,20.375,-110.375
380,20.375,-110.125
381,20.375,-109.875
382,20.375,-109.625
383,20.375,-109.375
384,20.375,-109.125
385,20.375,-108.875
386,20.375,-108.625
387,20.375,-108.375
388,20.375,-108.125
389,20.375,-107.875
